"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"179","Sao Tome and Principe",2015,"STP",201142,687729984,0,0,0.121,0.004,3.125,0.084,0.004,4.545,0.419,0.123,0.131,0.601,0.176,0.188,0,0,NA,NA,NA,0,2.737,8.563,0,0,0,11.468,2.737,NA,3200.083,0.936,0,0,0,0,0.795,1.839,-0.037,-0.182,0.01,0.05,0.01,0.05,0.121,0.601,NA,NA,0.644,0,0,0,0,0,0,0,0,0,0,0.002,0.001,NA,0,0,-0.001,0.001,NA,0.37,0.16,NA,NA,3419.12670650585,"Afrique"
"180","Saudi Arabia",2015,"SAU",32749838,1621729738752,29.67,0.906,678.849,66.007,10.771,680.352,63.662,10.323,20.774,0.42,0.225,20.728,0.419,0.225,0,0,700.13,21.378,0.432,403.405,12803.081,12982.507,0,917.44,3500.2,145.351,7982.036,NA,92157.297,1.861,4.048,0.124,230.019,7.024,22.348,22.348,1.502,0.046,106.61,3.255,8.31,0.254,415.113,12.675,NA,NA,3018.136,2.054,1.909,1.662,0,1.134,0.843,0.582,0,5.731,1.672,0.02,1.496,NA,1.055,3.389,0.028,3.48,NA,731.89,731.89,21.281,3.135,49518.7102529179,"Asie"
"181","Senegal",2015,"SEN",14356191,35168681984,1.788,0.125,9.845,1.121,12.85,5.632,2.147,61.609,0.392,0.16,0.152,0.686,0.28,0.266,1.15,0.08,12.055,0.84,0.343,27.466,189.49,470.262,9.282,0,0.909,854.884,151.834,NA,2582.595,1.054,0,0,0.048,0.003,1.762,2.077,-4.214,-0.294,10.02,0.698,4.88,0.34,6.859,0.478,NA,NA,37.076,0.124,0.028,0.014,0.008,0.077,0.012,0.021,0.001,0,0,0.119,0.028,NA,0,0.001,-0.078,0.057,NA,29.82,25.3,2.21,22.442,2449.72235211972,"Afrique"
"182","Serbia",2015,"SRB",7519501,91611774976,0.687,0.091,43.777,6.569,17.656,31.503,7.082,29.002,4.19,0.344,0.168,5.822,0.478,0.233,30.569,4.065,NA,NA,NA,67.148,2549.449,3245.646,1896.854,1.03,169.912,1389.425,414.506,NA,24964.811,2.049,0.028,0.004,4.005,0.533,8.179,7.801,-12.274,-1.632,11.52,1.532,3.92,0.521,8.489,1.129,NA,NA,187.723,0.048,0.123,0.077,0.208,0.189,0.168,0.145,0.265,0.006,0.081,0.194,0.078,NA,0.007,0.059,-0.228,0.071,NA,58.66,61.5,NA,NA,12183.2253198716,"Europe"
"183","Seychelles",2015,"SYC",99260,2363480064,0,0,0.498,0.04,8.8,NA,NA,NA,NA,NA,NA,5.02,0.211,0.11,0,0,NA,NA,NA,0,10.673,NA,0,0,0,NA,10.673,NA,45695.203,1.919,0,0,0,0,6.548,6.548,NA,NA,0.09,0.907,0,0,0.498,5.02,NA,NA,4.536,0,0.001,NA,0,0,0.001,NA,0,0,0,NA,0.002,NA,0,0,NA,0.004,NA,0.65,0.65,NA,NA,23811.0020552085,"Afrique"
"184","Sierra Leone",2015,"SLE",7314779,9188877312,0,0,1.045,-0.066,-5.905,13.429,-2.081,-13.416,1.836,1.461,3.098,0.143,0.114,0.241,0,0,NA,NA,NA,0,31.657,2785.74,0.864,0,0,2754.082,30.793,NA,592.628,0.472,0,0,0,0,0.927,1.441,12.384,1.693,4.25,0.581,1.92,0.262,1.045,0.143,NA,NA,4.335,0,0.003,0.033,0,0,0.002,0.125,0,0,0,0.384,0.006,NA,0,0,0.23,0.009,NA,10.54,6.78,NA,NA,1256.20709962666,"Afrique"
"185","Singapore",2015,"SGP",5650020,372585824256,0,0,56.466,4.214,8.064,56.942,3.811,7.172,10.078,0.153,0.061,9.994,0.152,0.061,1.751,0.31,164.651,29.142,0.442,0,1890.331,1949.945,10.777,0,225.574,59.613,1653.98,NA,164913.641,2.501,0,0,19.553,3.461,11.041,11.032,0.476,0.084,3.86,0.683,8.39,1.485,35.161,6.223,NA,NA,931.765,0,0.159,0.139,0.012,0,0.124,0.087,0.002,0,0.108,0.008,0.31,NA,0,0.288,0.009,0.295,NA,62.33,62.38,108.186,191.594,65944.1602429726,"Asie"
"186","Sint Maarten (Dutch part)",2015,"SXM",40228,NA,0,0,0.744,0.018,2.525,0.744,0.018,2.525,18.489,NA,NA,18.489,NA,NA,0,0,NA,NA,NA,0,66.225,66.408,0,0,0,0.183,66.225,NA,NA,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.744,18.489,NA,NA,NA,0,0.002,0.002,0,0,0.004,0.003,0,0,0,0,0.012,NA,0,0,0,0.006,NA,NA,NA,NA,NA,NA,"Amérique"
"187","Slovakia",2015,"SVK",5424449,132440055808,1.309,0.241,34.468,0.812,2.413,35.274,-0.177,-0.5,6.503,0.266,0.193,6.354,0.26,0.188,13.918,2.566,40.347,7.438,0.305,80.905,3726.995,4192.506,2596.005,0.621,450.027,517.174,572.168,27.27,33731.168,1.382,0.021,0.004,8.714,1.606,6.941,5.538,0.806,0.149,4.19,0.772,1.94,0.358,9.651,1.779,0.158,0.855,182.973,0.091,0.097,0.086,0.095,0.227,0.245,0.188,0.362,0.004,0.215,0.072,0.107,0.346,0.005,0.128,0.015,0.081,0.282,30.04,37.65,5.879,17.056,24415.3933068594,"Europe"
"188","Slovenia",2015,"SVN",2080865,54016270336,0.367,0.176,13.653,0.085,0.627,17.317,0.122,0.708,8.322,0.321,0.231,6.561,0.253,0.182,4.615,2.218,17.634,8.474,0.326,25.613,781.5,1044.136,345.026,3.836,59.091,352.147,343.957,3.978,35959.715,1.385,0.117,0.056,1.578,0.759,7.737,6.478,3.664,1.761,1.78,0.855,0.8,0.384,6.874,3.304,0.049,0.101,74.827,0.025,0.038,0.042,0.031,0.072,0.051,0.047,0.048,0.024,0.028,0.049,0.064,0.05,0.03,0.023,0.068,0.058,0.033,13.48,16.1,3.981,29.155,25958.5654696484,"Europe"
"189","Solomon Islands",2015,"SLB",612670,NA,0,0,0.293,-0.037,-11.111,7.072,1.612,29.53,11.542,NA,5.093,0.478,NA,0.211,0,0,NA,NA,NA,0,8.973,132.633,0,0,0,140.404,8.973,NA,2266.201,NA,0,0,0,0,1.289,-27.813,6.778,11.064,0.38,0.62,0.02,0.033,0.293,0.478,NA,NA,1.388,0,0.001,0.017,0,0,0.001,0.006,0,0,0,0.02,0.002,NA,0,0,0.126,0.002,NA,-17.04,0.79,NA,NA,NA,"Océanie"
"190","Somalia",2015,"SOM",13763909,NA,NA,NA,0.63,0,0,16.459,-0.476,-2.813,1.196,NA,4.643,0.046,NA,0.178,0,0,NA,NA,NA,NA,29.75,823.482,0,0,0,947.4,29.645,NA,257.545,NA,0,0,0,0,1.872,3.133,15.828,1.15,18.35,1.333,6.53,0.474,0.63,0.046,NA,NA,3.545,NA,0.002,0.04,0,NA,0.002,0.037,0,0,0,0.132,0.006,NA,0,0,0.294,0.005,NA,43.12,25.77,NA,NA,NA,"Afrique"
"191","South Africa",2015,"ZAF",55876504,656850354176,5.419,0.097,446.221,-25.645,-5.435,447.87,-25.388,-5.365,8.015,0.682,0.316,7.986,0.679,0.315,377.026,6.747,323.414,5.788,0.492,222.158,18794.826,25789.363,16287.62,0.221,146.157,7380.395,2138.668,NA,25328.998,2.155,0.045,0.001,9.966,0.178,9.595,9.709,1.649,0.03,79.21,1.418,18.73,0.335,53.766,0.962,NA,NA,1415.296,0.375,1.255,1.094,2.563,0.624,1.237,1.156,2.273,0.001,0.07,1.029,0.401,NA,0.012,0.147,0.031,0.451,NA,542.51,536.12,-122.807,-27.522,11755.394614094,"Afrique"
"192","South Korea",2015,"KOR",50994396,1799248019456,25.779,0.506,634.177,4.811,0.764,629.011,4.335,0.694,12.335,0.35,0.189,12.436,0.352,0.19,335.411,6.577,667.909,13.098,0.371,810.325,15105.5,15060.359,6470.321,0.117,1412.001,5.972,6261.232,151.503,65354.676,1.852,0,0,92.589,1.816,13.41,12.421,-5.166,-0.101,23.23,0.456,9.87,0.194,170.594,3.345,0.192,9.804,3332.722,1.785,1.783,1.536,2.28,2.278,0.994,0.675,0.903,0.001,0.675,0.001,1.173,1.923,0,1.364,-0.096,1.43,3.238,633.4,683.86,33.732,5.319,35283.2499370323,"Asie"
"193","South Sudan",2015,"SSD",11194300,NA,0,0,1.913,0.388,25.481,20.489,-6.134,-23.039,1.83,NA,2.56,0.171,NA,0.239,0,0,NA,NA,NA,0,31.282,1297.707,0.109,0,0,1688.554,31.173,NA,714.991,NA,0,0,0,0,4.979,5.635,18.576,1.659,31.91,2.851,22.57,2.016,1.913,0.171,NA,NA,8.004,0,0.005,0.05,0,0,0.002,0.058,0,0,0,0.236,0.006,NA,0,0,0.345,0.016,NA,63.08,55.74,NA,NA,NA,"Afrique"
"194","Spain",2015,"ESP",46431344,1497526566912,9.216,0.198,272.165,16.706,6.539,251.06,11.283,4.706,5.407,0.168,0.159,5.862,0.182,0.173,61.841,1.332,283.269,6.101,0.189,650.621,13595.055,15855.329,4655.135,61.512,1269.272,2262.52,6863.379,95.136,33920.238,1.052,3.707,0.08,56.65,1.22,7.006,6.837,-21.105,-0.455,38.59,0.831,20.51,0.442,137.71,2.966,0.066,3.041,1574.962,0.638,0.765,0.613,0.42,1.829,0.895,0.711,0.65,0.384,0.606,0.316,1.286,1.207,0.966,0.835,-0.392,1.154,1.005,317.43,325.28,11.104,4.08,32252.4923446541,"Europe"
"195","Sri Lanka",2015,"LKA",21336692,226113847296,0.873,0.041,19.83,2.139,12.093,32.837,2.945,9.853,1.539,0.145,0.344,0.929,0.088,0.208,5.218,0.245,34.992,1.64,0.155,18.72,389.294,1934.256,26.71,0,0,2750.345,343.863,NA,4476.931,0.422,0,0,0,0,1.56,1.588,13.007,0.61,8.95,0.419,3.22,0.151,13.74,0.644,NA,NA,95.523,0.06,0.056,0.08,0.035,0.053,0.026,0.087,0.004,0,0,0.384,0.064,NA,0,0,0.242,0.115,NA,33.89,33.28,15.162,76.457,10597.4181609783,"Asie"
"196","Sudan",2015,"SDN",38171172,NA,1.436,0.038,21.19,3.654,20.837,66,-22.58,-25.491,1.729,NA,0.725,0.555,NA,0.233,0,0,NA,NA,NA,11.967,346.482,2544.992,1.286,3.421,0,2601.44,329.808,NA,2383.742,NA,1.023,0.027,0,0,2.695,3.259,44.811,1.174,55.55,1.455,27.9,0.731,18.73,0.491,NA,NA,90.99,0.099,0.06,0.161,0,0.034,0.023,0.114,0,0.021,0,0.363,0.062,NA,0.267,0,0.832,0.157,NA,124.4,102.87,NA,NA,NA,"Afrique"
"197","Suriname",2015,"SUR",575478,NA,0.028,0.048,2.409,-0.476,-16.507,4.351,-1.026,-19.08,7.561,NA,0.413,4.186,NA,0.229,0,0,NA,NA,NA,1.222,102.868,270.423,1.378,0.029,0.11,222.478,100.13,NA,18293.592,NA,0.004,0.006,0.007,0.013,7.733,22.086,1.942,3.374,1.39,2.415,0.28,0.487,2.371,4.119,NA,NA,10.528,0.002,0.007,0.011,0,0.003,0.007,0.012,0,0,0,0.031,0.019,NA,0.001,0,0.036,0.02,NA,12.71,4.45,NA,NA,NA,"Amérique"
"198","Svalbard and Jan Mayen",2015,"SJM",2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Europe"
"199","Sweden",2015,"SWE",9849344,428683493376,1.537,0.156,43.742,0.264,0.607,47.369,0.557,1.19,4.809,0.11,0.075,4.441,0.102,0.07,8.152,0.828,71.654,7.275,0.167,103.276,4784.979,7914.632,1463.441,13.766,60.64,3130.631,3127.509,16.347,63862.332,1.467,0.822,0.083,1.975,0.201,5.163,2.909,3.627,0.368,5.21,0.529,5.44,0.552,30.675,3.114,0.059,0.581,629.002,0.106,0.123,0.116,0.055,0.29,0.315,0.355,0.204,0.086,0.029,0.437,0.586,0.207,0.214,0.029,0.067,0.257,0.192,28.65,50.85,27.912,63.811,43524.0654987784,"Europe"
"200","Switzerland",2015,"CHE",8281735,500062388224,1.715,0.207,38.732,-0.502,-1.279,38.072,-0.465,-1.207,4.597,0.076,0.113,4.677,0.077,0.115,0.563,0.068,144.271,17.42,0.289,127.815,2839.548,3070.014,589.251,1.077,189.532,258.312,1925.947,5.928,40582.914,0.672,0.028,0.003,6.78,0.819,5.838,5.571,-0.66,-0.08,5.22,0.63,2.44,0.295,29.467,3.558,0.022,0.18,336.097,0.119,0.109,0.093,0.004,0.359,0.187,0.138,0.082,0.007,0.091,0.036,0.361,0.075,0.007,0.1,-0.012,0.247,0.059,46.14,48.35,105.539,272.486,60381.3558661319,"Europe"
"201","Syria",2015,"SYR",19205178,54829457408,0.646,0.034,28.585,-2.336,-7.555,28.182,-2.409,-7.876,1.467,0.514,0.231,1.488,0.521,0.234,0.004,0,NA,NA,NA,69.669,1715.752,2160.671,0.605,80.592,258.586,512.007,1306.299,NA,6352.633,2.225,0.979,0.051,7.973,0.415,2.444,2.409,-0.403,-0.021,16.4,0.854,3.2,0.167,18.983,0.988,NA,NA,122.003,0.045,0.08,0.069,0,0.196,0.113,0.097,0,0.503,0.124,0.071,0.245,NA,0.255,0.117,-0.007,0.159,NA,46.26,46.94,NA,NA,2854.93096747138,"Asie"
"202","Taiwan",2015,"TWN",23512136,967876935680,6.313,0.268,275.836,-0.475,-0.172,278.437,-0.658,-0.236,11.842,0.288,0.207,11.732,0.285,0.205,159.32,6.776,277.654,11.809,0.287,370.641,7651.115,8387.763,3669.212,0.241,556.735,758.741,3017.386,36.901,57146.73,1.388,0.047,0.002,40.831,1.737,NA,NA,2.601,0.111,NA,NA,NA,NA,67.294,2.862,0.086,2.031,1343.642,0.437,0.776,0.68,1.083,1.042,0.504,0.376,0.512,0.002,0.266,0.106,0.566,0.468,0.012,0.602,0.048,0.564,0.671,NA,NA,1.818,0.659,41164.993928242,"Asie"
"203","Tajikistan",2015,"TJK",8524066,31037368320,0.693,0.081,5.302,0.702,15.264,4.753,0.629,15.25,0.558,0.153,0.075,0.622,0.171,0.084,1.759,0.206,8.952,1.05,0.288,10.647,434.565,548.406,103.537,2.092,83.199,117.138,235.09,NA,7419.728,2.038,0,0,0.007,0.001,1.457,1.41,-0.55,-0.064,5.23,0.614,1.94,0.228,2.843,0.334,NA,NA,63.246,0.048,0.015,0.012,0.012,0.03,0.029,0.025,0.014,0.013,0.04,0.016,0.044,NA,0,0,-0.01,0.024,NA,12.02,12.42,3.649,68.826,3641.14594138525,"Asie"
"204","Tanzania",2015,"TZA",52542824,133146214400,1.215,0.023,10.635,0.737,7.445,105.203,-25.717,-19.643,2.002,0.79,2.006,0.202,0.08,0.203,0.682,0.013,20.097,0.382,0.151,16.709,186.784,7138.895,5.341,0.045,15.42,9507.86,149.269,NA,997.999,0.394,0,0,1.674,0.032,1.555,2.713,94.568,1.8,47.26,0.899,31.19,0.594,7.064,0.134,NA,NA,52.438,0.084,0.03,0.257,0.005,0.047,0.012,0.32,0.001,0,0.007,1.326,0.028,NA,0,0.025,1.756,0.059,NA,142.55,81.71,9.462,88.97,2534.05135589971,"Afrique"
"205","Thailand",2015,"THA",70294408,1004624871424,20.024,0.285,289.42,3.44,1.203,367.719,-23.967,-6.119,5.231,0.366,0.258,4.117,0.288,0.203,64.618,0.919,260.899,3.712,0.26,492.522,6073.57,21759.006,1082.302,3.35,1271.13,20660.602,3224.267,NA,20249.658,1.417,0.803,0.011,86.39,1.229,5.477,5.518,78.3,1.114,72.13,1.026,21.17,0.301,117.585,1.673,NA,NA,1423.438,1.386,0.814,0.898,0.439,1.384,0.4,0.975,0.151,0.021,0.607,2.882,0.604,NA,0.209,1.273,1.454,0.986,NA,387.86,385.01,-28.521,-9.854,14291.6755401653,"Asie"
"206","Togo",2015,"TGO",7473232,10346240000,0.814,0.109,1.863,0.321,20.847,4.611,-0.668,-12.65,0.617,0.446,0.744,0.249,0.18,0.301,0,0,2.135,0.286,0.206,15.998,54.823,485.929,0,0,0.234,930.436,38.591,NA,828.957,0.599,0,0,0.073,0.01,0.934,1.06,2.748,0.368,2.75,0.368,1.77,0.237,0.976,0.131,NA,NA,6.195,0.056,0.005,0.011,0,0.045,0.004,0.022,0,0,0,0.13,0.007,NA,0,0.001,0.051,0.008,NA,7.92,6.98,0.271,14.565,1384.439824697,"Afrique"
"207","Tonga",2015,"TON",106140,NA,0,0,0.117,0.004,3.226,0.154,0.004,2.439,1.45,NA,0.275,1.105,NA,0.209,0,0,NA,NA,NA,0,3.668,6.013,0,0,0,2.785,3.668,NA,5275.722,NA,0,0,0,0,2.45,2.45,0.037,0.345,0.09,0.848,0.05,0.471,0.117,1.105,NA,NA,0.56,0,0,0,0,0,0,0,0,0,0,0,0.001,NA,0,0,0.001,0.001,NA,0.26,0.26,NA,NA,NA,"Océanie"
"208","Trinidad and Tobago",2015,"TTO",1460180,37523337216,0.326,0.223,45.56,-1.332,-2.841,45.193,-1.185,-2.556,30.95,1.204,0.203,31.201,1.214,0.205,0,0,22.901,15.684,0.61,11.431,1375.391,1363.849,0.231,108.839,849.101,73.024,405.788,NA,152243.484,5.924,0.438,0.3,39.663,27.163,21.997,22.073,-0.366,-0.251,7.65,5.239,0.42,0.288,5.133,3.516,NA,NA,222.303,0.023,0.128,0.11,0,0.032,0.091,0.061,0,0.68,0.406,0.01,0.076,NA,0.114,0.584,-0.007,0.043,NA,32.23,32.12,-22.658,-49.733,25697.7476859017,"Amérique"
"209","Tunisia",2015,"TUN",11557779,123040268288,3.785,0.327,30.266,1.598,5.573,29.716,2.734,10.131,2.571,0.242,0.265,2.619,0.246,0.27,0,0,22.69,1.963,0.184,89.965,759.087,1210.969,14.601,11.025,195.623,545.496,447.873,NA,9709.658,0.912,0.91,0.079,11.571,1.001,3.611,3.946,-0.55,-0.048,7.14,0.618,3.13,0.271,14,1.211,NA,NA,112.222,0.262,0.085,0.073,0,0.253,0.05,0.054,0.002,0.069,0.093,0.076,0.084,NA,0.237,0.17,-0.01,0.117,NA,45.61,41.73,-7.576,-25.032,10645.6671552553,"Afrique"
"210","Turkey",2015,"TUR",79646176,1637835079680,34.441,0.432,384.33,20.464,5.624,366.34,26.473,7.789,4.6,0.224,0.228,4.825,0.235,0.24,138.794,1.743,412.67,5.181,0.252,678.712,8821.333,14942.266,3670.955,4.518,1198.408,6344.619,3165.681,103.059,20134.787,0.979,0.155,0.002,96.438,1.211,5.424,4.675,-17.99,-0.226,42.51,0.534,31.02,0.389,108.643,1.364,0.074,5.861,1603.659,2.384,1.081,0.895,0.944,1.908,0.581,0.67,0.512,0.028,0.573,0.885,0.593,1.308,0.04,1.421,-0.334,0.911,1.936,372.37,432.04,28.339,7.374,20563.8884618892,"Asie"
"211","Turkmenistan",2015,"TKM",5766427,118607511552,1.259,0.218,73.695,1.919,2.674,73.182,1.992,2.799,12.691,0.617,0.22,12.78,0.621,0.221,0,0,NA,NA,NA,29.589,2051.231,2239.047,80.133,22.101,1060.476,191.334,858.932,NA,57717.445,2.806,3.465,0.601,48.859,8.473,26.894,26.894,-0.513,-0.089,77.78,13.488,3.5,0.607,20.112,3.488,NA,NA,332.823,0.087,0.207,0.179,0,0.083,0.135,0.1,0.011,0.138,0.507,0.027,0.161,NA,0.903,0.72,-0.01,0.169,NA,155.08,155.08,NA,NA,20568.6314162999,"Asie"
"212","Turks and Caicos Islands",2015,"TCA",36556,NA,0,0,0.311,0.004,1.19,0.311,-0.033,-9.574,8.52,NA,0.365,8.52,NA,0.365,0,0,NA,NA,NA,0,4.378,4.745,0,0,0,0.366,4.378,NA,23337.617,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0.311,8.52,NA,NA,0.853,0,0.001,0.001,0,0,0,0,0,0,0,0,0.001,NA,0,0,0,0.003,NA,NA,NA,NA,NA,NA,"Amérique"
"213","Tuvalu",2015,"TUV",10896,NA,0,0,0.007,0,0,NA,NA,NA,NA,NA,NA,0.673,NA,NA,0,0,NA,NA,NA,0,0.242,NA,0,0,0,NA,0.242,NA,0,NA,0,0,0,0,1.836,1.836,NA,NA,0.01,0.918,0,0,0.007,0.673,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0.02,0.02,NA,NA,NA,"Océanie"
"214","Uganda",2015,"UGA",37477356,73613877248,0.349,0.009,4.526,0.436,10.659,11.011,-1.836,-14.29,0.294,0.15,0.409,0.121,0.061,0.168,0,0,6.75,0.18,0.092,5.629,79.32,2418.271,0,0,0,3376.486,73.69,NA,717.989,0.366,0,0,0,0,1.041,1.465,6.485,0.173,21.91,0.585,12.44,0.332,4.177,0.111,NA,NA,26.908,0.024,0.013,0.027,0,0.016,0.005,0.108,0,0,0,0.471,0.014,NA,0,0,0.12,0.035,NA,54.91,39.03,2.224,49.153,1964.22280291064,"Afrique"
"215","Ukraine",2015,"UKR",44982568,398132477952,3.278,0.073,223.824,-33.687,-13.082,238.443,-23.794,-9.073,5.301,0.599,0.238,4.976,0.562,0.223,119.393,2.654,186.878,4.154,0.469,377.694,29465.105,42199.324,16385.662,156.852,5920.773,13080.7,6526.233,97.892,22306.594,2.52,2.382,0.053,65.547,1.457,5.503,5.192,14.619,0.325,33.5,0.745,22.51,0.5,30.489,0.678,0.061,2.735,1003.408,0.227,0.629,0.582,0.812,1.062,1.94,1.891,2.286,0.98,2.829,1.825,1.223,1.242,0.621,0.966,0.271,0.256,0.903,233.56,247.55,-36.947,-16.507,8850.8170087577,"Europe"
"216","United Arab Emirates",2015,"ARE",8916909,691538493440,7.16,0.803,216.377,14.664,7.27,216.267,14.664,7.274,24.254,0.313,0.176,24.266,0.313,0.176,6.503,0.729,241.854,27.123,0.35,113.418,3853.094,3854.999,35.977,409.936,2242.984,1.905,1050.779,NA,138048.188,1.78,1.802,0.202,134.155,15.045,27.501,27.501,-0.11,-0.012,45.71,5.126,1.77,0.198,66.757,7.487,NA,NA,1230.963,0.496,0.609,0.528,0.044,0.319,0.254,0.173,0.005,2.561,1.072,0,0.197,NA,0.47,1.976,-0.002,0.56,NA,245.22,245.22,25.476,11.774,77553.6111717637,"Asie"
"217","United Kingdom",2015,"GBR",65224368,2415783051264,4.393,0.067,422.461,-16.346,-3.725,431.181,-8.285,-1.885,6.611,0.178,0.189,6.477,0.175,0.186,91.548,1.404,591.012,9.061,0.245,497.972,76304.398,73839.258,56659.352,265.919,6226.702,1115.578,12556.675,97.784,34908.098,0.942,4.641,0.071,147.899,2.268,7.609,7.467,8.72,0.134,50.11,0.768,28.36,0.435,170.773,2.618,0.049,3.206,2276.859,0.304,1.188,1.053,0.622,1.4,5.023,3.309,7.906,1.661,2.975,0.156,2.353,1.241,1.21,2.179,0.162,1.431,1.059,487,496.3,168.552,39.898,37038.0446041884,"Europe"
"218","United States",2015,"USA",324607776,16902578503680,39.907,0.123,5376.578,-152.293,-2.755,5399.148,-162.589,-2.923,16.633,0.319,0.21,16.563,0.318,0.209,1479.001,4.556,5795.042,17.852,0.343,2554.31,391085.312,514785.938,168580.516,2010.911,69017,123870.789,147653.516,1269.057,79317.367,1.523,65.11,0.201,1475.993,4.547,18.737,17.452,22.57,0.07,671.59,2.069,261.11,0.804,2285.321,7.04,0.096,31.245,25747.033,2.763,15.12,13.187,10.054,7.18,25.746,23.071,23.522,12.562,32.978,17.279,27.673,16.104,16.976,21.744,0.419,19.157,10.32,5665.21,6082.16,418.464,7.783,52070.7751119308,"Amérique"
"219","United States Virgin Islands",2015,"VIR",102808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.188,NA,NA,117262.195,NA,NA,NA,NA,NA,NA,NA,-0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"220","Uruguay",2015,"URY",3402820,64830132224,0.356,0.105,6.742,0.058,0.863,15.499,-1.921,-11.027,4.555,0.239,0.233,1.981,0.104,0.101,0.004,0.001,10.76,3.162,0.166,18.905,339.567,502.579,4.067,0,2.103,498.524,314.491,NA,19585.168,1.028,0,0,0.095,0.028,10.803,8.778,8.757,2.573,21.53,6.327,7.83,2.301,6.287,1.848,NA,NA,66.645,0.025,0.019,0.038,0,0.053,0.022,0.023,0.001,0,0.001,0.07,0.059,NA,0,0.001,0.163,0.053,NA,29.87,36.76,4.018,59.592,19051.88409143,"Amérique"
"221","Uzbekistan",2015,"UZB",30949416,283821441024,3.427,0.111,103.696,-3.704,-3.448,101.461,-3.594,-3.421,3.278,0.357,0.189,3.35,0.365,0.193,5.991,0.194,NA,NA,NA,148.487,5652.79,6067.882,515.261,44.274,3372.497,426.893,1572.272,NA,17386.557,1.896,2.095,0.068,81.945,2.648,5.203,5.102,-2.235,-0.072,45.51,1.47,15.26,0.493,10.237,0.331,NA,NA,538.104,0.237,0.292,0.248,0.041,0.417,0.372,0.272,0.072,0.277,1.611,0.06,0.295,NA,0.546,1.207,-0.041,0.086,NA,157.91,161.03,NA,NA,9170.49423562629,"Asie"
"222","Vanuatu",2015,"VUT",276450,NA,0,0,0.132,-0.022,-14.286,-1.187,-0.059,5.195,-4.294,NA,-1.729,0.477,NA,0.192,0,0,NA,NA,NA,0,3.928,89.592,0.155,0,0,162.498,3.773,NA,2484.069,NA,0,0,0,0,2.785,2.785,-1.319,-4.771,0.49,1.772,0.14,0.506,0.132,0.477,NA,NA,0.687,0,0,-0.003,0,0,0,0.004,0,0,0,0.023,0.001,NA,0,0,-0.024,0.001,NA,0.77,0.77,NA,NA,NA,"Océanie"
