"","country","year","iso_code","population","gdp","cement_co2","cement_co2_per_capita","co2","co2_growth_abs","co2_growth_prct","co2_including_luc","co2_including_luc_growth_abs","co2_including_luc_growth_prct","co2_including_luc_per_capita","co2_including_luc_per_gdp","co2_including_luc_per_unit_energy","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","consumption_co2_per_gdp","cumulative_cement_co2","cumulative_co2","cumulative_co2_including_luc","cumulative_coal_co2","cumulative_flaring_co2","cumulative_gas_co2","cumulative_luc_co2","cumulative_oil_co2","cumulative_other_co2","energy_per_capita","energy_per_gdp","flaring_co2","flaring_co2_per_capita","gas_co2","gas_co2_per_capita","ghg_excluding_lucf_per_capita","ghg_per_capita","land_use_change_co2","land_use_change_co2_per_capita","methane","methane_per_capita","nitrous_oxide","nitrous_oxide_per_capita","oil_co2","oil_co2_per_capita","other_co2_per_capita","other_industry_co2","primary_energy_consumption","share_global_cement_co2","share_global_co2","share_global_co2_including_luc","share_global_coal_co2","share_global_cumulative_cement_co2","share_global_cumulative_co2","share_global_cumulative_co2_including_luc","share_global_cumulative_coal_co2","share_global_cumulative_flaring_co2","share_global_cumulative_gas_co2","share_global_cumulative_luc_co2","share_global_cumulative_oil_co2","share_global_cumulative_other_co2","share_global_flaring_co2","share_global_gas_co2","share_global_luc_co2","share_global_oil_co2","share_global_other_co2","total_ghg","total_ghg_excluding_lucf","trade_co2","trade_co2_share","gdp_per_capita","continent"
"199","Trinidad and Tobago",1955,"TTO",742582,4959104000,0.062,0.083,2.722,-0.114,-4.02,2.429,-0.261,-9.689,3.271,0.49,NA,3.665,0.549,NA,0.004,0.005,NA,NA,NA,0.073,205.711,239.603,0.198,0,15.791,118.457,189.649,NA,NA,NA,0,0,0.954,1.285,NA,NA,-0.293,-0.395,NA,NA,NA,NA,1.702,2.293,NA,NA,NA,0.058,0.037,0.018,0,0.005,0.078,0.036,0,0,0.218,0.029,0.508,NA,0,0.174,-0.005,0.074,NA,NA,NA,NA,NA,6678.19042206787,"Amérique"
"200","Tunisia",1955,"TUN",3975549,7134355968,0.189,0.048,1.596,0.19,13.526,10.39,-0.579,-5.281,2.613,1.456,NA,0.401,0.224,NA,0.121,0.03,NA,NA,NA,1.313,9.849,265.34,2.872,0,0.037,349.106,5.627,NA,NA,NA,0,0,0.007,0.002,NA,NA,8.794,2.212,NA,NA,NA,NA,1.279,0.322,NA,NA,NA,0.176,0.021,0.076,0.003,0.097,0.004,0.04,0.001,0,0.001,0.085,0.015,NA,0,0.001,0.142,0.055,NA,NA,NA,NA,NA,1794.55868057468,"Afrique"
"201","Turkey",1955,"TUR",23821346,66494148608,0.407,0.017,13.619,0.186,1.388,153.877,2.458,1.623,6.46,2.314,NA,0.572,0.205,NA,9.884,0.415,NA,NA,NA,3.914,244.511,3988.606,225.935,0,0,3967.782,14.661,NA,NA,NA,0,0,0,0,NA,NA,140.258,5.888,NA,NA,NA,NA,3.328,0.14,NA,NA,NA,0.379,0.183,1.129,0.226,0.29,0.092,0.595,0.104,0,0,0.966,0.039,NA,0,0,2.268,0.144,NA,NA,NA,NA,NA,2791.36823788211,"Asie"
"202","Turkmenistan",1955,"TKM",1363509,NA,0.122,0.09,8.579,1.013,13.384,13.635,1.489,12.259,10,NA,NA,6.292,NA,NA,1.85,1.357,NA,NA,NA,0.957,127.591,222.414,26.721,0,5.936,98.342,93.977,NA,NA,NA,0,0,0.663,0.486,NA,NA,5.056,3.708,NA,NA,NA,NA,5.943,4.359,NA,NA,NA,0.113,0.115,0.1,0.042,0.071,0.048,0.033,0.012,0,0.082,0.024,0.252,NA,0,0.121,0.082,0.257,NA,NA,NA,NA,NA,NA,"Asie"
"203","Turks and Caicos Islands",1955,"TCA",5145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"204","Tuvalu",1955,"TUV",5217,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Océanie"
"205","Uganda",1955,"UGA",6601783,6765993472,0.025,0.004,0.264,0.044,20.003,44.525,1.949,4.578,6.744,6.581,NA,0.04,0.039,NA,0,0,NA,NA,NA,0.058,1.08,248.767,0,0,0,1285.221,1.022,NA,NA,NA,0,0,0,0,NA,NA,44.261,6.704,NA,NA,NA,NA,0.238,0.036,NA,NA,NA,0.024,0.004,0.327,0,0.004,0,0.037,0,0,0,0.313,0.003,NA,0,0,0.716,0.01,NA,NA,NA,NA,NA,1024.8736548899,"Afrique"
"206","Ukraine",1955,"UKR",39836516,NA,1.809,0.045,200.229,23.645,13.39,276.476,14.851,5.677,6.94,NA,NA,5.026,NA,NA,168.902,4.24,NA,NA,NA,14.341,2952.244,14574.401,2455.039,0,20.316,11968.639,462.548,NA,NA,NA,0,0,2.386,0.06,NA,NA,76.248,1.914,NA,NA,NA,NA,27.131,0.681,NA,NA,NA,1.682,2.69,2.029,3.863,1.062,1.116,2.173,1.127,0,0.28,2.913,1.239,NA,0,0.436,1.233,1.174,NA,NA,NA,NA,NA,NA,"Europe"
"207","United Arab Emirates",1955,"ARE",101819,2595100416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25487.3885620562,"Asie"
"208","United Kingdom",1955,"GBR",51193272,638913806336,6.287,0.123,576.952,23.942,4.329,587.98,25.737,4.578,11.485,0.92,NA,11.27,0.903,NA,499.933,9.766,NA,NA,NA,95.102,41903.508,39550.961,41197.336,0,0.125,1228.173,610.952,NA,NA,NA,0,0,0.026,0.001,NA,NA,11.029,0.215,NA,NA,NA,NA,70.706,1.381,NA,NA,NA,5.845,7.751,4.314,11.433,7.042,15.846,5.897,18.911,0,0.002,0.299,1.636,NA,0,0.005,0.178,3.058,NA,NA,NA,NA,NA,12480.4252858852,"Europe"
"209","United States",1955,"USA",161136448,2882221375488,26.584,0.165,2728.512,239.05,9.602,3042.59,221.023,7.833,18.882,1.056,NA,16.933,0.947,NA,1026.222,6.369,NA,NA,NA,444.139,104988.703,218793.188,74836.227,255.722,6569.886,113974.656,22722.969,159.756,NA,NA,41.645,0.258,479.19,2.974,NA,NA,314.078,1.949,NA,NA,NA,NA,1147.903,7.124,0.043,6.968,NA,24.714,36.658,22.325,23.468,32.888,39.702,32.62,34.352,51.696,90.67,27.741,60.854,100,43.006,87.567,5.078,49.653,100,NA,NA,NA,NA,17886.8369711612,"Amérique"
"210","United States Virgin Islands",1955,"VIR",29329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Amérique"
"211","Uruguay",1955,"URY",2366211,19239239680,0.131,0.055,3.919,0.183,4.907,8.829,0.257,2.993,3.731,0.459,NA,1.656,0.204,NA,0.202,0.085,NA,NA,NA,2.471,21.015,143.795,1.418,0,0.022,458.293,17.104,NA,NA,NA,0,0,0,0,NA,NA,4.91,2.075,NA,NA,NA,NA,3.587,1.516,NA,NA,NA,0.122,0.053,0.065,0.005,0.183,0.008,0.021,0.001,0,0,0.112,0.046,NA,0,0,0.079,0.155,NA,NA,NA,NA,NA,8130.82167228535,"Amérique"
"212","Uzbekistan",1955,"UZB",7141931,NA,0.653,0.091,25.921,3.051,13.341,42.629,4.15,10.786,5.969,NA,NA,3.629,NA,NA,9.118,1.277,NA,NA,NA,5.117,388.676,711.326,135.348,0,24.125,334.45,224.086,NA,NA,NA,0,0,2.694,0.377,NA,NA,16.708,2.339,NA,NA,NA,NA,13.456,1.884,NA,NA,NA,0.607,0.348,0.313,0.209,0.379,0.147,0.106,0.062,0,0.333,0.081,0.6,NA,0,0.492,0.27,0.582,NA,NA,NA,NA,NA,NA,"Asie"
"213","Vanuatu",1955,"VUT",56785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.455,43.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,"Océanie"
"214","Venezuela",1955,"VEN",6752147,64796389376,0.632,0.094,59.751,8.552,16.702,219.648,16.392,8.065,32.53,3.39,NA,8.849,0.922,NA,0.084,0.012,NA,NA,NA,3.514,582.393,2904.966,1.962,200.829,46.128,4060.958,329.96,NA,NA,NA,36.395,5.39,5.668,0.839,NA,NA,159.897,23.681,NA,NA,NA,NA,16.972,2.514,NA,NA,NA,0.588,0.803,1.612,0.002,0.26,0.22,0.433,0.001,40.599,0.637,0.988,0.884,NA,37.584,1.036,2.585,0.734,NA,NA,NA,NA,NA,9596.41272264955,"Amérique"
"215","Vietnam",1955,"VNM",28263032,33146984448,0.149,0.005,3.524,0.854,31.967,85.487,12.945,17.844,3.025,2.579,NA,0.125,0.106,NA,2.198,0.078,NA,NA,NA,2.366,151.582,2384.607,144.236,0,0,3762.488,4.98,NA,NA,NA,0,0,0,0,NA,NA,81.964,2.9,NA,NA,NA,NA,1.176,0.042,NA,NA,NA,0.139,0.047,0.627,0.05,0.175,0.057,0.356,0.066,0,0,0.916,0.013,NA,0,0,1.325,0.051,NA,NA,NA,NA,NA,1172.80355653279,"Asie"
"216","Western Sahara",1955,"ESH",20712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"Afrique"
"217","Yemen",1955,"YEM",5091612,7908520960,0,0,2.484,-1.971,-44.243,2.521,-1.935,-43.421,0.495,0.319,NA,0.488,0.314,NA,0,0,NA,NA,NA,0,7.167,6.434,0,0,0,-60.566,7.167,NA,NA,NA,0,0,0,0,NA,NA,0.037,0.007,NA,NA,NA,NA,2.484,0.488,NA,NA,NA,0,0.033,0.018,0,0,0.003,0.001,0,0,0,-0.015,0.019,NA,0,0,0.001,0.107,NA,NA,NA,NA,NA,1553.2450155275,"Asie"
"218","Zambia",1955,"ZMB",2677214,3365337088,0.082,0.031,4.085,0.621,17.931,81.835,-2.896,-3.418,30.567,24.317,NA,1.526,1.214,NA,3.759,1.404,NA,NA,NA,0.295,18.489,645.473,17.125,0,0,3946.677,1.068,NA,NA,NA,0,0,0,0,NA,NA,77.75,29.041,NA,NA,NA,NA,0.244,0.091,NA,NA,NA,0.076,0.055,0.6,0.086,0.022,0.007,0.096,0.008,0,0,0.961,0.003,NA,0,0,1.257,0.011,NA,NA,NA,NA,NA,1257.02954190438,"Afrique"
"219","Zimbabwe",1955,"ZWE",3263631,4390813696,0.145,0.044,5.574,0.848,17.931,34.85,-4.758,-12.014,10.678,7.937,NA,1.708,1.27,NA,4.74,1.452,NA,NA,NA,0.701,118.822,994.481,115.097,0,0,936.335,3.024,NA,NA,NA,0,0,0,0,NA,NA,29.275,8.97,NA,NA,NA,NA,0.69,0.211,NA,NA,NA,0.134,0.075,0.256,0.108,0.052,0.045,0.148,0.053,0,0,0.228,0.008,NA,0,0,0.473,0.03,NA,NA,NA,NA,NA,1345.37688114863,"Afrique"
